cm_1_power,cm_2_power,cm_3_power,cm_4_power,cm_5_power,cm_6_power,cm_7_power,cm_8_power,cm_9_power,cm_10_power,load_1_power,load_2_power,load_3_power,load_4_power,load_5_power,load_6_power,load_7_power,load_8_power,load_9_power,load_10_power,load_11_power,load_12_power,load_13_power,load_14_power,load_15_power,load_16_power,load_17_power,load_18_power,load_19_power,load_20_power,load_21_power,load_22_power,load_23_power,load_24_power,load_25_power,load_26_power,load_27_power,load_28_power,load_29_power,load_30_power,load_31_power,load_32_power,load_33_power,load_34_power,load_35_power,load_36_power,load_37_power,load_38_power,load_39_power,load_40_power,load_41_power,load_42_power,load_43_power,load_44_power,load_45_power,load_46_power,load_47_power,load_48_power,load_49_power,load_50_power,load_51_power,load_52_power,load_53_power,load_54_power,load_55_power,label,id
106.070674,180.445316,185.720291,184.268704,193.442621,148.031821,183.350637,110.342855,142.139848,228.03867,13.255847,14.354988,23.784334,26.878517,-3.414844,14.556685,29.151852,18.650543,76.916519,20.336956,13.384956,21.854441,53.143053,39.511903,6.320859,76.839699,9.736372,32.739259,69.376573,18.216319,12.55151,28.812551,20.452364,30.390478,14.491331,18.671085,24.98784,40.057119,29.294329,-5.329367,14.07029,49.53112,40.079775,140.479275,17.383801,10.831876,79.602652,44.298085,-1.898798,54.238062,14.381469,18.515565,10.928356,18.578876,13.532332,22.530182,56.592494,5.527513,21.080759,42.018587,36.231096,21.23985,81.035059,23.221471,15.6596,0.0,6.0
106.070674,180.445316,185.720291,184.268704,193.442621,148.031821,183.350637,110.342855,142.139848,228.03867,7.849313,14.354988,23.784334,26.878517,-3.414844,14.556685,29.151852,18.650543,76.916519,20.336956,13.384956,21.854441,53.143053,39.511903,6.320859,76.839699,9.736372,32.739259,69.376573,18.216319,12.55151,28.812551,20.452364,30.390478,14.491331,18.671085,24.98784,40.057119,29.294329,-5.329367,14.07029,49.53112,40.079775,140.479275,17.383801,10.831876,79.602652,44.298085,-1.898798,54.238062,14.381469,18.515565,10.928356,18.578876,13.532332,22.530182,56.592494,5.527513,21.080759,42.018587,36.231096,21.23985,81.035059,23.221471,15.6596,1.0,6.0
45.077535,211.356144,153.184792,164.866323,54.34659,85.24988,104.773572,66.61472,101.390273,136.402776,6.982848,2.050103,8.416529,18.855684,-13.390577,13.52703,30.017616,10.622394,111.173187,18.942902,14.374106,25.962948,39.088042,26.143346,-2.694142,74.748951,15.768214,26.045852,85.365977,15.325453,13.319147,11.371096,12.644588,25.354803,7.508976,-8.963887,20.010548,39.522958,23.294934,-11.062507,-3.135342,16.90267,26.647182,37.572002,3.21228,3.234648,52.07888,37.392677,-17.450813,30.556082,8.006948,15.243782,10.349186,11.496871,13.926746,10.022201,34.201733,3.136466,18.136014,32.720526,28.729469,17.007481,32.578503,19.954931,9.380401,0.0,7.0
45.077535,211.356144,153.184792,164.866323,54.34659,85.24988,104.773572,66.61472,101.390273,136.402776,-2.881387,2.050103,8.416529,18.855684,-13.390577,13.52703,30.017616,10.622394,111.173187,18.942902,14.374106,25.962948,39.088042,26.143346,-2.694142,74.748951,15.768214,26.045852,85.365977,15.325453,13.319147,11.371096,12.644588,25.354803,7.508976,-8.963887,20.010548,39.522958,23.294934,-11.062507,-3.135342,16.90267,26.647182,37.572002,3.21228,3.234648,52.07888,37.392677,-17.450813,30.556082,8.006948,15.243782,10.349186,11.496871,13.926746,10.022201,34.201733,3.136466,18.136014,32.720526,28.729469,17.007481,32.578503,19.954931,9.380401,1.0,7.0
186.76788,97.288974,96.77442,137.093279,120.749959,52.473987,147.878592,138.567417,119.061036,101.728683,14.732932,18.283359,35.338708,12.90641,77.03976,18.645926,9.012672,20.449839,20.04975,4.961134,23.470527,19.301658,14.577533,52.502095,13.43071,3.125482,13.093936,31.99415,28.503323,14.674821,35.801599,10.210918,14.966962,28.191498,54.761951,-13.341713,61.980063,21.942327,14.319639,15.877492,24.620997,34.689092,22.562257,10.978118,2.05448,7.692498,20.137744,12.025356,8.662763,33.837533,34.942212,26.165887,6.35019,13.849808,16.58803,20.901247,20.085173,33.19983,37.408934,8.138726,19.212509,6.931214,37.646529,14.245768,22.448456,0.0,8.0
186.76788,97.288974,96.77442,137.093279,120.749959,52.473987,147.878592,138.567417,119.061036,101.728683,14.732932,7.312761,35.338708,12.90641,77.03976,18.645926,9.012672,20.449839,20.04975,4.961134,23.470527,19.301658,14.577533,52.502095,13.43071,3.125482,13.093936,31.99415,28.503323,14.674821,35.801599,10.210918,14.966962,28.191498,54.761951,-13.341713,61.980063,21.942327,14.319639,15.877492,24.620997,34.689092,22.562257,10.978118,2.05448,7.692498,20.137744,12.025356,8.662763,33.837533,34.942212,26.165887,6.35019,13.849808,16.58803,20.901247,20.085173,33.19983,37.408934,8.138726,19.212509,6.931214,37.646529,14.245768,22.448456,1.0,8.0
56.3609,97.690433,139.508818,136.407047,79.26174,51.410136,117.686928,109.751738,146.833742,120.343239,11.607228,13.138336,4.122216,-19.517126,35.887841,1.185383,10.561348,31.55483,18.964577,3.345861,18.384111,14.835078,19.604981,89.249048,14.590756,3.273018,12.692561,30.368229,39.670889,11.618493,34.648096,7.283952,11.93485,27.30084,20.030773,-26.515547,25.297711,37.950082,11.650305,14.870552,24.939866,41.125878,16.146281,7.622026,4.999705,12.651188,17.576193,2.643274,10.023975,37.763334,48.619419,19.256031,7.817866,11.773549,14.558454,10.986018,19.659484,34.618993,31.97145,19.561175,33.288536,9.626029,47.058554,12.149483,16.352861,0.0,9.0
56.3609,97.690433,139.508818,136.407047,79.26174,51.410136,117.686928,109.751738,146.833742,120.343239,11.607228,5.254916,4.122216,-19.517126,35.887841,1.185383,10.561348,31.55483,18.964577,3.345861,18.384111,14.835078,19.604981,89.249048,14.590756,3.273018,12.692561,30.368229,39.670889,11.618493,34.648096,7.283952,11.93485,27.30084,20.030773,-26.515547,25.297711,37.950082,11.650305,14.870552,24.939866,41.125878,16.146281,7.622026,4.999705,12.651188,17.576193,2.643274,10.023975,37.763334,48.619419,19.256031,7.817866,11.773549,14.558454,10.986018,19.659484,34.618993,31.97145,19.561175,33.288536,9.626029,47.058554,12.149483,16.352861,1.0,9.0
81.764305,88.205255,99.338957,146.162569,82.645326,41.972397,139.048207,98.00407,119.93906,116.798736,13.075032,18.624262,16.15793,-15.211333,46.36134,-6.633581,10.203364,21.384166,17.779456,3.136337,19.143288,16.520308,22.70305,43.871423,13.413745,8.675517,10.609749,28.96874,51.363895,14.245585,29.586721,8.806054,12.315479,24.7623,26.208663,-23.705688,62.942926,24.569413,4.131693,10.45564,28.713608,35.71856,15.572642,12.999632,-1.81575,14.257384,13.929202,-1.246653,8.451944,28.421525,34.765293,11.91033,8.846145,14.108533,14.529338,9.103968,33.765992,32.08614,37.503627,12.581442,27.283459,2.257455,39.141415,14.6534,20.032384,0.0,10.0
81.764305,88.205255,99.338957,146.162569,82.645326,41.972397,139.048207,98.00407,119.93906,116.798736,13.075032,7.449112,16.15793,-15.211333,46.36134,-6.633581,10.203364,21.384166,17.779456,3.136337,19.143288,16.520308,22.70305,43.871423,13.413745,8.675517,10.609749,28.96874,51.363895,14.245585,29.586721,8.806054,12.315479,24.7623,26.208663,-23.705688,62.942926,24.569413,4.131693,10.45564,28.713608,35.71856,15.572642,12.999632,-1.81575,14.257384,13.929202,-1.246653,8.451944,28.421525,34.765293,11.91033,8.846145,14.108533,14.529338,9.103968,33.765992,32.08614,37.503627,12.581442,27.283459,2.257455,39.141415,14.6534,20.032384,1.0,10.0
59.201579,97.398307,145.928976,161.394563,68.752614,52.610943,129.041469,148.396562,122.814641,169.829637,10.486009,13.872845,6.215816,-23.017832,46.772491,-6.524217,8.917118,31.740623,20.156458,3.129342,18.502311,14.891204,27.422698,78.087305,19.111532,7.85789,13.331516,46.805076,54.785264,11.586574,26.980587,7.674605,12.593073,31.286625,16.629976,-30.308048,68.084344,9.21676,3.856413,16.387618,24.092335,34.049032,17.400136,7.646639,1.965575,15.186131,18.024144,-4.970456,7.744798,31.358224,28.175785,14.756651,6.339397,15.742429,15.357391,11.722044,23.470547,38.689,80.044932,46.022093,31.974611,17.202314,59.114979,15.304725,17.046436,0.0,11.0
59.201579,97.398307,145.928976,161.394563,68.752614,52.610943,129.041469,148.396562,122.814641,169.829637,10.486009,5.548696,6.215816,-23.017832,46.772491,-6.524217,8.917118,31.740623,20.156458,3.129342,18.502311,14.891204,27.422698,78.087305,19.111532,7.85789,13.331516,46.805076,54.785264,11.586574,26.980587,7.674605,12.593073,31.286625,16.629976,-30.308048,68.084344,9.21676,3.856413,16.387618,24.092335,34.049032,17.400136,7.646639,1.965575,15.186131,18.024144,-4.970456,7.744798,31.358224,28.175785,14.756651,6.339397,15.742429,15.357391,11.722044,23.470547,38.689,80.044932,46.022093,31.974611,17.202314,59.114979,15.304725,17.046436,1.0,11.0
147.375095,146.338332,232.624037,187.355963,178.476125,64.35495,188.512323,175.418425,148.854965,299.675237,17.594563,42.225072,20.77273,27.897522,13.197098,6.338531,12.637786,45.642573,18.277965,8.516162,43.397243,17.749865,50.556062,101.22237,49.271004,15.615416,15.734724,72.294851,32.648916,15.411753,35.675259,8.386292,20.9161,32.505362,120.049143,-21.434072,92.532829,19.210469,17.363651,12.533507,19.260706,52.560427,21.251833,8.83922,5.540828,15.70816,21.814979,42.762937,10.357286,40.356672,54.312794,17.921841,6.023926,11.335363,10.656247,9.239703,28.720958,44.541154,49.964697,64.758483,27.595681,39.526833,136.14233,14.611224,23.01589,0.0,12.0
147.375095,146.338332,232.624037,187.355963,178.476125,64.35495,188.512323,175.418425,148.854965,299.675237,17.594563,16.888684,20.77273,27.897522,13.197098,6.338531,12.637786,45.642573,18.277965,8.516162,43.397243,17.749865,50.556062,101.22237,49.271004,15.615416,15.734724,72.294851,32.648916,15.411753,35.675259,8.386292,20.9161,32.505362,120.049143,-21.434072,92.532829,19.210469,17.363651,12.533507,19.260706,52.560427,21.251833,8.83922,5.540828,15.70816,21.814979,42.762937,10.357286,40.356672,54.312794,17.921841,6.023926,11.335363,10.656247,9.239703,28.720958,44.541154,49.964697,64.758483,27.595681,39.526833,136.14233,14.611224,23.01589,1.0,12.0
107.438813,111.565746,160.517331,172.984625,143.889259,62.457803,185.604311,143.309607,155.20595,189.101477,19.664614,14.053098,16.288342,30.223817,6.934915,6.594355,10.024634,37.039218,18.47775,9.40106,20.718264,15.844545,36.620299,79.646432,22.826422,5.608565,15.699455,45.182084,28.306448,14.146141,55.000918,8.804021,20.147811,56.163949,82.07692,-12.412725,67.099113,14.8759,20.774963,11.144563,20.109516,41.84297,18.660763,9.503803,9.318467,16.068135,18.375819,4.585915,19.197398,40.818186,54.445907,21.184076,10.947448,16.998702,18.672875,14.858149,22.332831,50.843154,32.25027,74.004692,27.476295,17.995927,44.671829,13.052841,18.512578,0.0,13.0
107.438813,111.565746,160.517331,172.984625,143.889259,62.457803,185.604311,143.309607,155.20595,189.101477,19.664614,5.620792,16.288342,30.223817,6.934915,6.594355,10.024634,37.039218,18.47775,9.40106,20.718264,15.844545,36.620299,79.646432,22.826422,5.608565,15.699455,45.182084,28.306448,14.146141,55.000918,8.804021,20.147811,56.163949,82.07692,-12.412725,67.099113,14.8759,20.774963,11.144563,20.109516,41.84297,18.660763,9.503803,9.318467,16.068135,18.375819,4.585915,19.197398,40.818186,54.445907,21.184076,10.947448,16.998702,18.672875,14.858149,22.332831,50.843154,32.25027,74.004692,27.476295,17.995927,44.671829,13.052841,18.512578,1.0,13.0
29.159998,83.360874,113.12275,113.590867,76.434114,71.771404,109.184548,108.212945,98.347064,127.885694,10.277508,15.501563,13.372163,-10.878601,3.583543,-10.144917,14.333897,20.591824,15.282525,3.563397,20.120258,9.437637,12.902249,75.639629,10.133093,3.163424,11.223227,30.234452,28.373133,12.958347,20.107447,6.462954,14.64907,40.964884,31.323261,-22.022299,21.216763,25.327627,0.834372,9.728605,18.774036,32.100531,15.15504,15.599149,17.820683,13.996772,24.73849,3.32849,8.232971,26.376243,28.887529,18.155369,6.013748,11.046354,11.555312,16.845376,27.725367,34.904332,26.553186,28.098127,17.903502,11.856032,33.588272,13.365428,20.394801,0.0,14.0
29.159998,83.360874,113.12275,113.590867,76.434114,71.771404,109.184548,108.212945,98.347064,127.885694,10.277508,6.200131,13.372163,-10.878601,3.583543,-10.144917,14.333897,20.591824,15.282525,3.563397,20.120258,9.437637,12.902249,75.639629,10.133093,3.163424,11.223227,30.234452,28.373133,12.958347,20.107447,6.462954,14.64907,40.964884,31.323261,-22.022299,21.216763,25.327627,0.834372,9.728605,18.774036,32.100531,15.15504,15.599149,17.820683,13.996772,24.73849,3.32849,8.232971,26.376243,28.887529,18.155369,6.013748,11.046354,11.555312,16.845376,27.725367,34.904332,26.553186,28.098127,17.903502,11.856032,33.588272,13.365428,20.394801,1.0,14.0
170.690916,147.388576,104.773891,164.974685,112.499334,147.270133,127.456947,170.944421,58.935987,96.996578,14.491839,33.774006,8.526581,63.645414,20.248614,19.48317,25.910476,51.195125,12.992462,19.040337,17.434628,20.708663,38.657554,14.125511,20.108212,18.619679,13.194984,10.374696,-0.88384,35.742394,5.86592,55.453976,56.763722,26.453775,17.221028,11.737315,12.517256,20.091539,33.545009,23.992116,9.377455,36.081071,22.640429,27.935093,32.362626,23.002318,69.08814,19.34422,47.371122,6.261074,20.567948,42.899018,19.272921,20.111938,8.509324,24.53051,6.957823,20.495911,16.105225,12.446901,14.476745,9.064396,28.083335,8.996207,21.091315,0.0,15.0
170.690916,147.388576,104.773891,164.974685,112.499334,147.270133,127.456947,170.944421,58.935987,96.996578,14.491839,33.774006,5.403051,63.645414,20.248614,19.48317,25.910476,51.195125,12.992462,19.040337,17.434628,20.708663,38.657554,14.125511,20.108212,18.619679,13.194984,10.374696,-0.88384,35.742394,5.86592,55.453976,56.763722,26.453775,17.221028,11.737315,12.517256,20.091539,33.545009,23.992116,9.377455,36.081071,22.640429,27.935093,32.362626,23.002318,69.08814,19.34422,47.371122,6.261074,20.567948,42.899018,19.272921,20.111938,8.509324,24.53051,6.957823,20.495911,16.105225,12.446901,14.476745,9.064396,28.083335,8.996207,21.091315,1.0,15.0
143.922177,134.590752,102.536813,105.133723,96.567095,113.221265,114.695816,160.347738,64.368793,135.51433,8.994277,36.124333,7.663009,39.439029,19.834507,21.376659,18.451363,38.698725,21.649244,9.447239,9.22394,37.012783,33.200699,7.910512,24.246222,18.835021,18.27261,7.357201,-1.707022,40.75415,7.099279,20.239515,29.804031,16.861199,14.765756,5.119646,14.2263,21.243961,30.009788,17.140111,10.033403,25.568417,16.192106,24.18903,36.928353,21.100714,38.848226,33.443428,39.724171,7.748427,23.131703,31.626529,48.040421,31.128782,9.986265,25.551701,14.045656,14.801052,15.002902,9.745645,11.405281,9.824067,39.037366,11.890866,14.649086,0.0,16.0
143.922177,134.590752,102.536813,105.133723,96.567095,113.221265,114.695816,160.347738,64.368793,135.51433,8.994277,36.124333,4.855829,39.439029,19.834507,21.376659,18.451363,38.698725,21.649244,9.447239,9.22394,37.012783,33.200699,7.910512,24.246222,18.835021,18.27261,7.357201,-1.707022,40.75415,7.099279,20.239515,29.804031,16.861199,14.765756,5.119646,14.2263,21.243961,30.009788,17.140111,10.033403,25.568417,16.192106,24.18903,36.928353,21.100714,38.848226,33.443428,39.724171,7.748427,23.131703,31.626529,48.040421,31.128782,9.986265,25.551701,14.045656,14.801052,15.002902,9.745645,11.405281,9.824067,39.037366,11.890866,14.649086,1.0,16.0
189.630738,121.6686,78.314766,101.471217,96.364528,142.717555,117.908187,142.992563,61.138208,112.666716,23.914411,37.496936,11.831312,46.521787,34.473807,24.573399,21.474367,38.189987,13.159853,8.994182,8.707551,31.030213,34.207106,6.958599,22.58844,14.172776,0.346058,8.879738,-3.134398,29.337859,5.64998,26.457315,32.401286,26.582432,16.720889,8.543947,16.235918,18.743868,29.304846,7.344608,17.627488,26.2942,15.720429,24.778477,46.62618,25.356107,54.792874,27.068219,40.983964,8.746806,21.450272,27.521472,16.793686,21.068919,8.341715,27.58355,9.142844,9.13355,10.541714,9.907157,12.881964,9.372702,50.627185,9.543601,16.667189,0.0,17.0
189.630738,121.6686,78.314766,101.471217,96.364528,142.717555,117.908187,142.992563,61.138208,112.666716,23.914411,37.496936,7.497164,46.521787,34.473807,24.573399,21.474367,38.189987,13.159853,8.994182,8.707551,31.030213,34.207106,6.958599,22.58844,14.172776,0.346058,8.879738,-3.134398,29.337859,5.64998,26.457315,32.401286,26.582432,16.720889,8.543947,16.235918,18.743868,29.304846,7.344608,17.627488,26.2942,15.720429,24.778477,46.62618,25.356107,54.792874,27.068219,40.983964,8.746806,21.450272,27.521472,16.793686,21.068919,8.341715,27.58355,9.142844,9.13355,10.541714,9.907157,12.881964,9.372702,50.627185,9.543601,16.667189,1.0,17.0
169.657316,159.049156,75.145988,94.606709,169.805494,141.608011,152.340576,148.358773,55.782162,150.264196,18.995727,33.355799,8.246714,42.742888,23.821691,30.638445,19.142083,63.384813,13.200007,9.678322,10.524907,42.916429,31.746032,6.257087,21.96777,13.897461,1.238876,7.737817,-3.043061,26.479453,6.06777,16.795142,38.250307,30.898186,22.289134,2.107593,11.67921,18.586581,24.666295,16.656975,85.276173,57.035535,17.505769,20.078069,59.033059,19.787862,45.02546,32.059636,38.307363,6.270319,20.061716,21.987253,14.384096,31.338596,7.631714,29.072934,44.221646,10.215181,16.521548,11.772546,10.302916,9.918339,54.036582,11.266876,15.71313,0.0,18.0
169.657316,159.049156,75.145988,94.606709,169.805494,141.608011,152.340576,148.358773,55.782162,150.264196,18.995727,33.355799,5.225703,42.742888,23.821691,30.638445,19.142083,63.384813,13.200007,9.678322,10.524907,42.916429,31.746032,6.257087,21.96777,13.897461,1.238876,7.737817,-3.043061,26.479453,6.06777,16.795142,38.250307,30.898186,22.289134,2.107593,11.67921,18.586581,24.666295,16.656975,85.276173,57.035535,17.505769,20.078069,59.033059,19.787862,45.02546,32.059636,38.307363,6.270319,20.061716,21.987253,14.384096,31.338596,7.631714,29.072934,44.221646,10.215181,16.521548,11.772546,10.302916,9.918339,54.036582,11.266876,15.71313,1.0,18.0
238.491911,239.704233,119.65706,229.919759,229.761466,203.430676,207.583554,197.73272,91.637361,226.914603,23.168349,37.066784,7.536693,42.123012,28.749859,73.894278,30.243018,87.231607,29.795071,13.726863,25.533252,52.828394,41.43041,22.924065,21.469803,15.352234,18.382322,8.478097,2.325664,32.565195,16.377459,119.61825,46.278106,27.694222,13.206998,17.832253,26.837736,22.581648,34.86307,36.41947,88.348685,65.830942,21.254334,55.871189,72.831994,15.953884,93.040811,27.640317,48.672472,5.961853,33.627764,56.544692,44.554736,45.200185,10.24379,35.153548,64.91398,16.76561,12.487948,15.754651,16.857023,10.103879,32.311914,24.424708,58.812845,0.0,19.0
238.491911,239.704233,119.65706,229.919759,229.761466,203.430676,207.583554,197.73272,91.637361,226.914603,23.168349,37.066784,4.775787,42.123012,28.749859,73.894278,30.243018,87.231607,29.795071,13.726863,25.533252,52.828394,41.43041,22.924065,21.469803,15.352234,18.382322,8.478097,2.325664,32.565195,16.377459,119.61825,46.278106,27.694222,13.206998,17.832253,26.837736,22.581648,34.86307,36.41947,88.348685,65.830942,21.254334,55.871189,72.831994,15.953884,93.040811,27.640317,48.672472,5.961853,33.627764,56.544692,44.554736,45.200185,10.24379,35.153548,64.91398,16.76561,12.487948,15.754651,16.857023,10.103879,32.311914,24.424708,58.812845,1.0,19.0
204.807638,175.687724,139.113085,222.171557,211.26325,171.083425,219.369614,193.182338,94.295346,178.943643,23.390432,39.661027,9.786179,65.441148,22.428448,25.085612,23.832147,82.327398,23.09417,13.544449,17.954053,14.780724,45.115029,43.231396,23.134326,14.460454,13.078612,8.844808,11.739867,38.905362,20.372894,82.276895,56.601181,29.731141,19.781935,9.495929,28.783246,30.312162,53.822841,43.414569,62.825814,83.147605,18.640954,30.431687,57.934269,19.184999,75.069712,27.685185,52.98579,10.885307,24.162123,48.421121,28.452422,36.661517,18.976275,34.437071,73.648233,18.166051,11.164582,16.260932,19.100993,10.12991,28.085859,20.796083,22.119337,0.0,20.0
